matchup,first_agent,second_agent,match_id,dict_size,random_seed,winner,loss_reason,turn,player,agent,required_start_char,edge_index,start_id,end_id,edge_count_before,edge_count_after,previous_word,word,start_char,end_char,next_required_start_char,elapsed_time_sec,timed_out,score,effective_depth,next_depth,adaptive_depth,pruned_count,evaluated_moves,chain_so_far
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,130,second,greedy,う,171,2,35,1,0,,,う,ぬ,ぬ,8.1e-05,False,-1854.5,,,,,60,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→び -> び→ず -> ず→う -> う→ぬ
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,131,first,alpha_beta,ぬ,2408,35,28,1,0,,,ぬ,つ,つ,0.036848,False,2924.0,3,3,True,48,20,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→び -> び→ず -> ず→う -> う→ぬ -> ぬ→つ
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,132,second,greedy,つ,1952,28,48,4,3,,,つ,べ,べ,7.4e-05,False,-6304.0,,,,,56,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→び -> び→ず -> ず→う -> う→ぬ -> ぬ→つ -> つ→べ
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,133,first,alpha_beta,べ,3319,48,55,3,2,,,べ,む,む,0.0351,False,2909.0,3,4,True,46,20,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→び -> び→ず -> ず→う -> う→ぬ -> ぬ→つ -> つ→べ -> べ→む
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,134,second,greedy,む,3792,55,52,1,0,,,む,ぽ,ぽ,6.8e-05,False,-3100.0,,,,,50,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→び -> び→ず -> ず→う -> う→ぬ -> ぬ→つ -> つ→べ -> べ→む -> む→ぽ
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,135,first,alpha_beta,ぽ,3556,52,20,1,0,,,ぽ,ず,ず,0.133784,False,-2901.0,4,4,True,381,20,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→び -> び→ず -> ず→う -> う→ぬ -> ぬ→つ -> つ→べ -> べ→む -> む→ぽ -> ぽ→ず
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,136,second,greedy,ず,1362,20,2,5,4,,,ず,う,う,2e-05,False,-15636.5,,,,,13,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→び -> び→ず -> ず→う -> う→ぬ -> ぬ→つ -> つ→べ -> べ→む -> む→ぽ -> ぽ→ず -> ず→う
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,137,first,alpha_beta,う,160,2,24,1,0,,,う,ぞ,ぞ,0.115863,False,-2909.0,4,4,True,361,20,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→び -> び→ず -> ず→う -> う→ぬ -> ぬ→つ -> つ→べ -> べ→む -> む→ぽ -> ぽ→ず -> ず→う -> う→ぞ
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,138,second,greedy,ぞ,1675,24,43,1,0,,,ぞ,ぴ,ぴ,4.1e-05,False,-3202.0,,,,,28,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→び -> び→ず -> ず→う -> う→ぬ -> ぬ→つ -> つ→べ -> べ→む -> む→ぽ -> ぽ→ず -> ず→う -> う→ぞ -> ぞ→ぴ
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,139,first,alpha_beta,ぴ,2944,43,20,1,0,,,ぴ,ず,ず,0.113255,False,-2901.0,4,4,True,367,20,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→び -> び→ず -> ず→う -> う→ぬ -> ぬ→つ -> つ→べ -> べ→む -> む→ぽ -> ぽ→ず -> ず→う -> う→ぞ -> ぞ→ぴ -> ぴ→ず
